permno,predicted_return,stock_exret,stock_ticker,comp_name,position_type,year,month,date
21776,0.0140097700422619,-0.066502966,EXC,EXELON CORP,LONG,2010,1,2010-01-01
13901,0.0136787511619568,0.0117168343,MO,ALTRIA GROUP INC,LONG,2010,1,2010-01-01
21178,0.013116934598543,-0.011015287,LMT,LOCKHEED MARTIN,LONG,2010,1,2010-01-01
56573,0.013087563893301,-0.091685794,ITW,ILL TOOL WORKS,LONG,2010,1,2010-01-01
11308,0.0122870283055456,-0.048245613,KO,COCA-COLA CO,LONG,2010,1,2010-01-01
66181,0.0122408637178691,-0.0318009,HD,HOME DEPOT INC,LONG,2010,1,2010-01-01
59459,0.0119259218783151,0.0162454378,TRV,TRAVELERS COS IN,LONG,2010,1,2010-01-01
13856,0.0117165160145552,-0.0194079,PEP,PEPSICO INC,LONG,2010,1,2010-01-01
23819,0.0116682359583293,-0.029245632,HAL,HALLIBURTON,LONG,2010,1,2010-01-01
14008,0.0112485256568935,0.0337634757,AMGN,AMGEN,LONG,2010,1,2010-01-01
17750,0.0106956081767209,-0.06780725,KMB,KIMBERLY CLARK,LONG,2010,1,2010-01-01
61399,0.0097232544028212,-0.070542961,LOW,LOWES CO,LONG,2010,1,2010-01-01
22779,0.0091981532053491,-0.207474232,MOT,MOTOROLA INC,LONG,2010,1,2010-01-01
43449,0.0089389525079675,-0.000160127,MCD,MCDONALDS CP,LONG,2010,1,2010-01-01
18411,0.0080112786198709,-0.026485585,SO,SOUTHN CO,LONG,2010,1,2010-01-01
22103,0.0075989288998222,-0.024882572,EMR,EMERSON ELECTRIC,LONG,2010,1,2010-01-01
87842,0.0075286909625948,-0.000848622,MET,METLIFE INC,SHORT,2010,1,2010-01-01
11850,0.0070833271674648,-0.055140078,XOM,EXXON MOBIL CORP,SHORT,2010,1,2010-01-01
17830,0.0066916432051285,-0.027805794,UTX,UTD TECH,SHORT,2010,1,2010-01-01
82800,0.0063457296259276,-0.19082348,PCU,SOUTHERN COPPER,SHORT,2010,1,2010-01-01
38703,0.0062170768497414,0.0533531122,WFC,WELLS FARGO,SHORT,2010,1,2010-01-01
22111,0.0061486543797463,-0.024064632,JNJ,JOHNSON & JOHNSN,SHORT,2010,1,2010-01-01
77178,0.0056763694911918,-0.152831823,QCOM,QUALCOMM INC,SHORT,2010,1,2010-01-01
27887,0.0052913800396302,-0.018575326,BAX,BAXTER INTL,SHORT,2010,1,2010-01-01
26403,0.0050631827759953,-0.083720952,DIS,WALT DISNEY CO,SHORT,2010,1,2010-01-01
18542,0.0044376126379187,-0.075978242,CAT,CATERPILLAR INC,SHORT,2010,1,2010-01-01
22752,0.0041389731405452,0.0448823012,MRK,MERCK & CO,SHORT,2010,1,2010-01-01
66093,0.0041299954515464,-0.08027114,T,AT&T INC,SHORT,2010,1,2010-01-01
90505,0.0034910417848025,0.0374832973,LVS,LAS VEGAS SANDS,SHORT,2010,1,2010-01-01
89006,0.0023014070221731,0.0176600274,KFT,"KRAFT FOODS, INC",SHORT,2010,1,2010-01-01
60628,0.0020973016679349,-0.061114423,FDX,FEDEX CORP,SHORT,2010,1,2010-01-01
22592,0.0020006936513662,-0.026369909,MMM,3M CO,SHORT,2010,1,2010-01-01
65875,0.0019566279218654,-0.097645663,VZ,VERIZON COMM,SHORT,2010,1,2010-01-01
44644,0.0018638800801029,-0.047407724,ADP,AUTO DATA,SHORT,2010,1,2010-01-01
27959,0.0017431390468515,-0.039511822,DUK,DUKE ENERGY CORP,SHORT,2010,1,2010-01-01
10104,0.0016818719276085,-0.057888348,ORCL,ORACLE CORP,SHORT,2010,1,2010-01-01
14593,0.0016765881326073,-0.088591158,AAPL,APPLE INC,SHORT,2010,1,2010-01-01
18163,0.0014710591272714,0.0224311091,PG,PROCT & GAMBL,SHORT,2010,1,2010-01-01
18729,0.0004916403320466,-0.020450428,CL,COLGATE PALMOLVE,SHORT,2010,1,2010-01-01
89258,0.0004206207631439,0.0046222541,PRU,PRUDENTIAL FIN,SHORT,2010,1,2010-01-01
69032,-1.279964194218601e-05,-0.093581073,MS,MORGAN STANLEY,SHORT,2010,1,2010-01-01
64936,-0.0005028684904939,-0.037512824,D,DOMINION RES INC,SHORT,2010,1,2010-01-01
17778,-0.0018515454016859,0.1552419364,BRK.A,BERKSHIRE HATHAW,SHORT,2010,1,2010-01-01
14541,-0.0018901555659587,-0.063254908,CVX,CHEVRON,SHORT,2010,1,2010-01-01
77418,-0.0027706800991223,-0.057995837,TWX,TIME WARNER INC,SHORT,2010,1,2010-01-01
12490,-0.0027967602528425,-0.065011419,IBM,INTL BUS MACH,SHORT,2010,1,2010-01-01
86356,-0.0028870706705675,-0.021674467,EBAY,EBAY INC,SHORT,2010,1,2010-01-01
76076,-0.0035061324204873,-0.061403558,CSCO,CISCO SYS INC,SHORT,2010,1,2010-01-01
75186,-0.0047625319664914,-0.028161466,SCHW,CHARLES SCHWAB,SHORT,2010,1,2010-01-01
15579,-0.004891786227839,-0.132003054,TXN,TEXAS INSTRUMENT,SHORT,2010,1,2010-01-01
27828,-0.0051173020687105,-0.086196832,HPQ,HEWLETT-PACKARD,SHORT,2010,1,2010-01-01
77605,-0.0054155106258603,-0.041111097,BSX,BOSTON SCIENTIFI,SHORT,2010,1,2010-01-01
79323,-0.0062891428727927,-0.003661805,ALL,ALLSTATE CP,SHORT,2010,1,2010-01-01
49656,-0.0081113986628647,0.0432606675,BK,THE BANK OF NEW,SHORT,2010,1,2010-01-01
59176,-0.0094587563746596,-0.06614019,AXP,AMERN EXPRESS,SHORT,2010,1,2010-01-01
90319,-0.0099126707165926,-0.145224065,GOOG,GOOGLE,SHORT,2010,1,2010-01-01
89525,-0.0104673432449766,-0.055486396,CMCSA,COMCAST CORP,SHORT,2010,1,2010-01-01
10107,-0.011421490371615,-0.075459294,MSFT,MICROSOFT,SHORT,2010,1,2010-01-01
13928,-0.012046261630558,-0.060113564,COP,CONOCOPHILLIPS,SHORT,2010,1,2010-01-01
59328,-0.0121159497371839,-0.049019609,INTC,INTEL CP,SHORT,2010,1,2010-01-01
24643,-0.0193196571661278,-0.210297838,AA,ALCOA INC.,SHORT,2010,1,2010-01-01
34833,-0.0220093761018146,-0.037000641,OXY,OCCIDENTAL PETE,SHORT,2010,1,2010-01-01
76226,-0.0225410839011055,-0.079715297,CBS,CBS CORP,SHORT,2010,1,2010-01-01
90386,-0.0233209575154869,-0.104135297,MOS,MOSAIC CO/THE,SHORT,2010,1,2010-01-01
14702,-0.0305259007082612,-0.126255333,AMAT,APPLD MATERIALS,SHORT,2010,1,2010-01-01
87137,-0.0449170349672319,-0.089659818,DVN,DEVON ENERGY COR,SHORT,2010,1,2010-01-01
70519,0.0468058196394809,0.0240964349,C,CITIGROUP INC.,LONG,2010,2,2010-02-01
66800,0.0458341431608076,0.0222864598,AIG,AMERN INTL GROUP,LONG,2010,2,2010-02-01
59408,0.0378313844269633,0.0974966735,BAC,BANK OF AMERICA,LONG,2010,2,2010-02-01
21371,0.0376438748210276,0.0272150449,CAH,CARDINAL HEALTH,LONG,2010,2,2010-02-01
25785,0.0367694055420061,0.0830257908,F,FORD MOTOR CO,LONG,2010,2,2010-02-01
87447,0.0343925986334467,0.0249264538,UPS,UTD PARCEL SVC,LONG,2010,2,2010-02-01
47896,0.0340990648907327,0.0778120905,JPM,JPMORGAN CHASE,LONG,2010,2,2010-02-01
82775,0.0338756033155043,0.0179241803,HIG,HARTFORD FIN SVC,LONG,2010,2,2010-02-01
77606,0.0337615560356367,0.0684931651,KSS,KOHLS CORP,LONG,2010,2,2010-02-01
86868,0.0304637631103691,0.0536579117,GS,GOLDMAN SACHS,LONG,2010,2,2010-02-01
22779,0.0291702996234425,0.099187009,MOT,MOTOROLA INC,LONG,2010,2,2010-02-01
19502,0.0288683107448759,-0.018654579,WAG,WALGREEN CO,LONG,2010,2,2010-02-01
76226,0.0280450221545162,0.0046403296,CBS,CBS CORP,LONG,2010,2,2010-02-01
14593,0.0277919619843637,0.0653795451,AAPL,APPLE INC,LONG,2010,2,2010-02-01
18542,0.0275733156718514,0.0920749903,CAT,CATERPILLAR INC,LONG,2010,2,2010-02-01
90319,0.0265991146833643,-0.005932669,GOOG,GOOGLE,LONG,2010,2,2010-02-01
89179,0.0263090379237197,-0.029033305,WLP,WELLPOINT,LONG,2010,2,2010-02-01
19393,0.0257891123789221,0.0061576199,BMY,BRISTOL-MYERS SQ,LONG,2010,2,2010-02-01
69032,0.0250826161662566,0.0522778034,MS,MORGAN STANLEY,LONG,2010,2,2010-02-01
56573,0.024905421173126,0.0442762151,ITW,ILL TOOL WORKS,LONG,2010,2,2010-02-01
10145,0.0248267702971926,0.0471661612,HON,HONEYWELL INTL,LONG,2010,2,2010-02-01
17750,0.0242634903900109,0.0227311384,KMB,KIMBERLY CLARK,LONG,2010,2,2010-02-01
21776,0.0238260002203161,-0.039346773,EXC,EXELON CORP,LONG,2010,2,2010-02-01
21178,0.0233230432883468,0.0519324429,LMT,LOCKHEED MARTIN,LONG,2010,2,2010-02-01
17005,0.0231776412894344,0.042632103,CVS,CVS CAREMARK COR,LONG,2010,2,2010-02-01
45751,0.0225919537552819,0.0769944265,MMC,MARSH & MCLENNAN,LONG,2010,2,2010-02-01
22752,0.0216464072757966,-0.03404922,MRK,MERCK & CO,LONG,2010,2,2010-02-01
12490,0.0216446690503022,0.0434676372,IBM,INTL BUS MACH,LONG,2010,2,2010-02-01
12052,0.0216174773942065,0.0852655917,GD,GEN DYNAMICS,LONG,2010,2,2010-02-01
87055,0.0214467990289837,0.0647745207,COST,COSTCO WHOLESALE,LONG,2010,2,2010-02-01
22293,0.0207204032251026,-0.022123937,GLW,CORNING INC.,LONG,2010,2,2010-02-01
50876,0.0206970906657172,-0.010511381,LLY,ELI LILLY,LONG,2010,2,2010-02-01
52038,0.0204233829376839,0.0325116068,SYY,SYSCO CP,LONG,2010,2,2010-02-01
66181,0.0204200313197739,0.1138879135,HD,HOME DEPOT INC,LONG,2010,2,2010-02-01
12060,0.0203901005909676,0.0049750959,GE,GEN ELECTRIC US,LONG,2010,2,2010-02-01
77178,0.0198252160767421,-0.059635092,QCOM,QUALCOMM INC,LONG,2010,2,2010-02-01
24643,0.0190495920071374,0.0471328087,AA,ALCOA INC.,LONG,2010,2,2010-02-01
20482,0.0188054310483634,0.0253116768,ABT,ABBOTT LABS,LONG,2010,2,2010-02-01
27959,0.0180921481280812,0.0036297452,DUK,DUKE ENERGY CORP,LONG,2010,2,2010-02-01
65875,0.0176806168983879,-0.016655328,VZ,VERIZON COMM,LONG,2010,2,2010-02-01
61399,0.0175735449099459,0.0951500908,LOW,LOWES CO,LONG,2010,2,2010-02-01
13901,0.0168847067910181,0.0130916527,MO,ALTRIA GROUP INC,LONG,2010,2,2010-02-01
22111,0.0164721398827249,0.0100222621,JNJ,JOHNSON & JOHNSN,LONG,2010,2,2010-02-01
89006,0.0164243917973102,0.0278380495,KFT,"KRAFT FOODS, INC",LONG,2010,2,2010-02-01
59176,0.0160627938821748,0.0140732545,AXP,AMERN EXPRESS,LONG,2010,2,2010-02-01
92655,0.0159929121151489,0.026060624,UNH,UNITEDHEALTH GRP,LONG,2010,2,2010-02-01
23819,0.0159673446934877,0.0352619179,HAL,HALLIBURTON,LONG,2010,2,2010-02-01
89525,0.0158108380074828,0.0385344662,CMCSA,COMCAST CORP,LONG,2010,2,2010-02-01
14008,0.0153986750193804,-0.031976726,AMGN,AMGEN,LONG,2010,2,2010-02-01
26403,0.014838109033351,0.0571912192,DIS,WALT DISNEY CO,LONG,2010,2,2010-02-01
27887,0.0148282958220244,-0.01146032,BAX,BAXTER INTL,SHORT,2010,2,2010-02-01
66093,0.0145283752630968,-0.021687742,T,AT&T INC,SHORT,2010,2,2010-02-01
10107,0.0140985306636453,0.0220014118,MSFT,MICROSOFT,SHORT,2010,2,2010-02-01
17830,0.0140068245552572,0.0236366056,UTX,UTD TECH,SHORT,2010,2,2010-02-01
48725,0.0137124537765311,0.1180165708,UNP,UNION PACIFIC CP,SHORT,2010,2,2010-02-01
64936,0.0136312666022963,0.0263615232,D,DOMINION RES INC,SHORT,2010,2,2010-02-01
18411,0.0131905488255369,-0.007187486,SO,SOUTHN CO,SHORT,2010,2,2010-02-01
27828,0.0130995691459472,0.0790312588,HPQ,HEWLETT-PACKARD,SHORT,2010,2,2010-02-01
44644,0.0129128748394065,0.0201029591,ADP,AUTO DATA,SHORT,2010,2,2010-02-01
59459,0.0127924199917947,0.0378922857,TRV,TRAVELERS COS IN,SHORT,2010,2,2010-02-01
21936,0.0116105220794324,-0.049839262,PFE,PFIZER INC,SHORT,2010,2,2010-02-01
18729,0.0114037026614001,0.0363614112,CL,COLGATE PALMOLVE,SHORT,2010,2,2010-02-01
13856,0.0111181631943339,0.047802791,PEP,PEPSICO INC,SHORT,2010,2,2010-02-01
22592,0.0109897306919506,0.0022984673,MMM,3M CO,SHORT,2010,2,2010-02-01
43449,0.0107035836915223,0.0315553136,MCD,MCDONALDS CP,SHORT,2010,2,2010-02-01
49154,0.0105255907527955,0.0081919255,TGT,TARGET CORP,SHORT,2010,2,2010-02-01
86356,0.0102137031077404,0.0,EBAY,EBAY INC,SHORT,2010,2,2010-02-01
55976,0.0096493440193674,0.0119782779,WMT,WAL-MART STRS,SHORT,2010,2,2010-02-01
60628,0.0095623272995858,0.0818124264,FDX,FEDEX CORP,SHORT,2010,2,2010-02-01
77605,0.009468453559447,-0.103128657,BSX,BOSTON SCIENTIFI,SHORT,2010,2,2010-02-01
11308,0.0092442327358761,-0.028202742,KO,COCA-COLA CO,SHORT,2010,2,2010-02-01
79323,0.009219468244181,0.044102896,ALL,ALLSTATE CP,SHORT,2010,2,2010-02-01
15579,0.0088358898647402,0.0835555196,TXN,TEXAS INSTRUMENT,SHORT,2010,2,2010-02-01
76076,0.0084803096732851,0.082777068,CSCO,CISCO SYS INC,SHORT,2010,2,2010-02-01
22103,0.0084583964719874,0.1476889551,EMR,EMERSON ELECTRIC,SHORT,2010,2,2010-02-01
90386,0.0071672032914431,0.0921323374,MOS,MOSAIC CO/THE,SHORT,2010,2,2010-02-01
57904,0.0070526178802781,0.0268428754,AFL,AFLAC INC,SHORT,2010,2,2010-02-01
71563,0.0068100042722373,0.0236813724,BBT,BB&T CP,SHORT,2010,2,2010-02-01
90505,0.0063234921218137,0.0729031712,LVS,LAS VEGAS SANDS,SHORT,2010,2,2010-02-01
77418,0.0055075306292098,0.0656648502,TWX,TIME WARNER INC,SHORT,2010,2,2010-02-01
19561,0.004140757139073,0.0491749421,BA,BOEING CO,SHORT,2010,2,2010-02-01
75186,0.0040847155021753,0.0043738955,SCHW,CHARLES SCHWAB,SHORT,2010,2,2010-02-01
18163,0.0040774783092316,0.0281072222,PG,PROCT & GAMBL,SHORT,2010,2,2010-02-01
89258,0.0033743863813948,0.0484096445,PRU,PRUDENTIAL FIN,SHORT,2010,2,2010-02-01
11850,0.0016228461161841,0.0153655084,XOM,EXXON MOBIL CORP,SHORT,2010,2,2010-02-01
38703,0.0010610448913699,-0.03658108,WFC,WELLS FARGO,SHORT,2010,2,2010-02-01
10104,-0.0007961427345868,0.0689505711,ORCL,ORACLE CORP,SHORT,2010,2,2010-02-01
14541,-0.0013554481812339,0.0119245742,CVX,CHEVRON,SHORT,2010,2,2010-02-01
82800,-0.0021638213886189,0.1186632216,SCCO,SOUTHERN COPPER,SHORT,2010,2,2010-02-01
87842,-0.0030674343669935,0.0302944425,MET,METLIFE INC,SHORT,2010,2,2010-02-01
66157,-0.0045248591758459,-0.018740004,USB,US BANCORP,SHORT,2010,2,2010-02-01
14702,-0.0046304066288078,0.0098521728,AMAT,APPLD MATERIALS,SHORT,2010,2,2010-02-01
59328,-0.0059806679569969,0.0663660392,INTC,INTEL CP,SHORT,2010,2,2010-02-01
49656,-0.0085840111768623,-0.019594351,BK,THE BANK OF NEW,SHORT,2010,2,2010-02-01
68144,-0.0089587136518015,-0.020961795,STI,SUNTRUST BKS GA,SHORT,2010,2,2010-02-01
17778,-0.0110224144799281,0.0453752168,BRK.A,BERKSHIRE HATHAW,SHORT,2010,2,2010-02-01
13928,-0.0117627279485043,0.010416667,COP,CONOCOPHILLIPS,SHORT,2010,2,2010-02-01
34746,-0.0125553546124271,-0.018488709,FITB,5TH 3RD BCP OH,SHORT,2010,2,2010-02-01
34833,-0.0139363938822008,0.0192749836,OXY,OCCIDENTAL PETE,SHORT,2010,2,2010-02-01
87137,-0.0165428266078833,0.0291435793,DVN,DEVON ENERGY COR,SHORT,2010,2,2010-02-01
76226,0.0381894720529918,0.0768822821,CBS,CBS CORP,LONG,2010,3,2010-03-01
22752,0.0367259194088488,0.0229476521,MRK,MERCK & CO,LONG,2010,3,2010-03-01
66800,0.0351027411348943,0.378180133,AIG,AMERN INTL GROUP,LONG,2010,3,2010-03-01
21776,0.032598389688779,0.0116783407,EXC,EXELON CORP,LONG,2010,3,2010-03-01
19502,0.0323869379323188,0.052397115,WAG,WALGREEN CO,LONG,2010,3,2010-03-01
21371,0.0322884864437313,0.0656932758,CAH,CARDINAL HEALTH,LONG,2010,3,2010-03-01
77606,0.0313042468653508,0.0177372189,KSS,KOHLS CORP,LONG,2010,3,2010-03-01
59408,0.0308290860821608,0.0719288455,BAC,BANK OF AMERICA,LONG,2010,3,2010-03-01
57904,0.0298164809569155,0.0977766456,AFL,AFLAC INC,LONG,2010,3,2010-03-01
82775,0.0293236838251352,0.1660878973,HIG,HARTFORD FIN SVC,LONG,2010,3,2010-03-01
19393,0.0264303478982742,0.1023072021,BMY,BRISTOL-MYERS SQ,LONG,2010,3,2010-03-01
23819,0.0262740907239593,-0.000763365,HAL,HALLIBURTON,LONG,2010,3,2010-03-01
22293,0.0262639942726293,0.1462414729,GLW,CORNING INC.,LONG,2010,3,2010-03-01
14593,0.0256627596384536,0.1483703571,AAPL,APPLE INC,LONG,2010,3,2010-03-01
69032,0.0247822221760485,0.0392896587,MS,MORGAN STANLEY,LONG,2010,3,2010-03-01
86868,0.0246518618040957,0.0912335383,GS,GOLDMAN SACHS,LONG,2010,3,2010-03-01
21178,0.024643535961108,0.0701160373,LMT,LOCKHEED MARTIN,LONG,2010,3,2010-03-01
70519,0.0223600235873697,0.191076489,C,CITIGROUP INC.,LONG,2010,3,2010-03-01
47896,0.0214609162446065,0.0661377551,JPM,JPMORGAN CHASE,LONG,2010,3,2010-03-01
65875,0.0214211470875623,0.0721433478,VZ,VERIZON COMM,LONG,2010,3,2010-03-01
52038,0.021372149411607,0.0293117779,SYY,SYSCO CP,LONG,2010,3,2010-03-01
87447,0.0207030324428344,0.0964270996,UPS,UTD PARCEL SVC,LONG,2010,3,2010-03-01
38703,0.0204852982848971,0.1381589787,WFC,WELLS FARGO,LONG,2010,3,2010-03-01
21936,0.0204806593915072,-0.022892002,PFE,PFIZER INC,LONG,2010,3,2010-03-01
17750,0.020209832565043,0.0459981131,KMB,KIMBERLY CLARK,LONG,2010,3,2010-03-01
90319,0.0199742541251995,0.0764376016,GOOG,GOOGLE,LONG,2010,3,2010-03-01
12060,0.0190586457426187,0.1331504004,GE,GEN ELECTRIC US,LONG,2010,3,2010-03-01
77178,0.0181879023228719,0.1437572109,QCOM,QUALCOMM INC,LONG,2010,3,2010-03-01
66093,0.0178019506716297,0.0414155478,T,AT&T INC,LONG,2010,3,2010-03-01
59459,0.0175534920689797,0.0318452062,TRV,TRAVELERS COS IN,LONG,2010,3,2010-03-01
64936,0.01739950705957,0.0820268409,D,DOMINION RES INC,LONG,2010,3,2010-03-01
50876,0.0172038840012976,0.0546466837,LLY,ELI LILLY,LONG,2010,3,2010-03-01
13901,0.0170627925882172,0.0371763202,MO,ALTRIA GROUP INC,LONG,2010,3,2010-03-01
25785,0.0169814950741275,0.0705984624,F,FORD MOTOR CO,LONG,2010,3,2010-03-01
45751,0.0168203665741046,0.0515796224,MMC,MARSH & MCLENNAN,LONG,2010,3,2010-03-01
27887,0.0163411089830942,0.0273020806,BAX,BAXTER INTL,LONG,2010,3,2010-03-01
89258,0.0162381562035137,0.1542598622,PRU,PRUDENTIAL FIN,LONG,2010,3,2010-03-01
12052,0.0161852442049804,0.0639936419,GD,GEN DYNAMICS,LONG,2010,3,2010-03-01
86356,0.0158000348438073,0.1713813262,EBAY,EBAY INC,LONG,2010,3,2010-03-01
17005,0.0157218810022987,0.0831592994,CVS,CVS CAREMARK COR,LONG,2010,3,2010-03-01
22779,0.015683557765527,0.0383614989,MOT,MOTOROLA INC,LONG,2010,3,2010-03-01
10145,0.0156473326623609,0.1271410452,HON,HONEYWELL INTL,LONG,2010,3,2010-03-01
27959,0.0145103946746538,-0.001934904,DUK,DUKE ENERGY CORP,LONG,2010,3,2010-03-01
87055,0.0142081122305954,-0.020765936,COST,COSTCO WHOLESALE,LONG,2010,3,2010-03-01
49154,0.0140663950973323,0.0208626947,TGT,TARGET CORP,LONG,2010,3,2010-03-01
71563,0.0139960547384294,0.1351961361,BBT,BB&T CP,LONG,2010,3,2010-03-01
89006,0.0138988618794894,0.0737656148,KFT,"KRAFT FOODS, INC",LONG,2010,3,2010-03-01
22111,0.0134645160662057,0.0348205881,JNJ,JOHNSON & JOHNSN,LONG,2010,3,2010-03-01
11308,0.0134351769768867,0.0514933,KO,COCA-COLA CO,LONG,2010,3,2010-03-01
44644,0.0128877437596894,0.0768046023,ADP,AUTO DATA,LONG,2010,3,2010-03-01
89179,0.0124945256377791,0.0404689068,WLP,WELLPOINT,SHORT,2010,3,2010-03-01
17830,0.0124617152849002,0.0721505301,UTX,UTD TECH,SHORT,2010,3,2010-03-01
20482,0.0123578363965374,-0.02957676,ABT,ABBOTT LABS,SHORT,2010,3,2010-03-01
14008,0.0120981479682535,0.0569129119,AMGN,AMGEN,SHORT,2010,3,2010-03-01
43449,0.0119176724149041,0.0448491441,MCD,MCDONALDS CP,SHORT,2010,3,2010-03-01
18411,0.0114884008695378,0.0436519476,SO,SOUTHN CO,SHORT,2010,3,2010-03-01
12490,0.0111306944500453,0.0084718492,IBM,INTL BUS MACH,SHORT,2010,3,2010-03-01
55976,0.010628950209399,0.0337912308,WMT,WAL-MART STRS,SHORT,2010,3,2010-03-01
66181,0.0105436046887334,0.0443310158,HD,HOME DEPOT INC,SHORT,2010,3,2010-03-01
66157,0.0096850388754647,0.0535366738,USB,US BANCORP,SHORT,2010,3,2010-03-01
89525,0.0092407737233093,0.1452770846,CMCSA,COMCAST CORP,SHORT,2010,3,2010-03-01
18729,0.0090955626539695,0.0278720239,CL,COLGATE PALMOLVE,SHORT,2010,3,2010-03-01
56573,0.0081364474246879,0.0471319871,ITW,ILL TOOL WORKS,SHORT,2010,3,2010-03-01
10107,0.0077760224897918,0.0214382036,MSFT,MICROSOFT,SHORT,2010,3,2010-03-01
13856,0.0071533826247672,0.066171849,PEP,PEPSICO INC,SHORT,2010,3,2010-03-01
22103,0.0068770418533834,0.0632713529,EMR,EMERSON ELECTRIC,SHORT,2010,3,2010-03-01
75186,0.0066623695378817,0.020653745,SCHW,CHARLES SCHWAB,SHORT,2010,3,2010-03-01
90505,0.0065829780131909,0.2716979848,LVS,LAS VEGAS SANDS,SHORT,2010,3,2010-03-01
79323,0.0062885857573128,0.0402200425,ALL,ALLSTATE CP,SHORT,2010,3,2010-03-01
59176,0.0058608968778429,0.0850008072,AXP,AMERN EXPRESS,SHORT,2010,3,2010-03-01
22592,0.0052183842788981,0.0425699705,MMM,3M CO,SHORT,2010,3,2010-03-01
18163,0.0051456561562655,-0.000258001,PG,PROCT & GAMBL,SHORT,2010,3,2010-03-01
34746,0.0038381153821694,0.1112841459,FITB,5TH 3RD BCP OH,SHORT,2010,3,2010-03-01
26403,0.0032970262754954,0.1173775958,DIS,WALT DISNEY CO,SHORT,2010,3,2010-03-01
92655,0.0029477597580468,-0.035244784,UNH,UNITEDHEALTH GRP,SHORT,2010,3,2010-03-01
24643,0.0028557378686014,0.070576662,AA,ALCOA INC.,SHORT,2010,3,2010-03-01
77605,0.0025837102620308,-0.067283465,BSX,BOSTON SCIENTIFI,SHORT,2010,3,2010-03-01
61399,0.0022822526208324,0.0222534666,LOW,LOWES CO,SHORT,2010,3,2010-03-01
82800,0.0021402819634751,0.0785784515,SCCO,SOUTHERN COPPER,SHORT,2010,3,2010-03-01
87842,0.0012699177949584,0.1908865588,MET,METLIFE INC,SHORT,2010,3,2010-03-01
